,Tweets,Subjectivity,Polarity,Sentiment
289,": Giveaway 100000 $askweedman in 60 min
- follow me 
- retweet this
- Most Funny Gif Wins  

CONTRACT: 0x9C305081Cd0B004aFced…",0.5666666666666667,0.35000000000000003,Positve
290,"   I’ll check back on this in a month, current price - 1798 sats. Let’s see where y… ",0.2,0.0,Neutral
291,_  Gloat about it then delete my account,0.0,0.0,Neutral
292,": HELLO KISHU ARMY

200K Holders ✅ 

To celebrate this milestone we are giving away a 2021 TESLA 🚀
 (join TG for T&amp;C)

Marketin…",0.0,0.0,Neutral
293, This is definitely going to be HUGE!  as the team has been an inspiration in their innovative appr… ,0.7999999999999999,0.3333333333333333,Positve
294,"_bdoge: August is here. doge Ethereum  
kishu shiba FEG 

Marketing lineup for August / September:

1) Charity work
2…",0.0,0.0,Neutral
295,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
296,"     Sorry, that’s illogical nonsense by the police.",1.0,-0.5,Negative
297,": Paranormal/UFO/Interdimensional  Evidence that will make your hairs stand up.  
👽 Website: ",0.0,0.0,Neutral
298,         … ,0.0,0.0,Neutral
299,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
300," babydoge having it soon!
i love babydoge, and I've always held it
 BabyDoge 
AcceptBabyDoge… ",0.6,0.5,Positve
301,: This is . Be like Elon. ,0.0,0.0,Neutral
302,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
303,: Neuralink company bar ,0.0,0.0,Neutral
304,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
305,": The Tesla biomimetic approach of vision only autonomous driving is the key. 
Radar served as training wheels.
The traini…",0.9,0.13333333333333333,Positve
306,"_bdoge: August is here. doge Ethereum  
kishu shiba FEG 

Marketing lineup for August / September:

1) Charity work
2…",0.0,0.0,Neutral
307,_bdoge  Just received 900 000 000 SHIB tokens. Thank you _BONUS We are with you SHIBA COIN ⭐🥂,0.0,0.0,Neutral
308,"Giveaway 100000 $askweedman in 60 min
- follow me 
- retweet this
- Most Funny Gif Wins  

CONTRACT: 0x9C305081Cd0B… ",0.5666666666666667,0.35000000000000003,Positve
309,":   This is getting ridiculously good, I am a Tesla fan but always been skeptical about self driving,…",0.55,0.09999999999999998,Positve
310,    _ro Just received 38 342 Polygon coins in my Kucoin account. Thank y… ,0.0,0.0,Neutral
311,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
312,": Founder of hydrogen truck maker Nikola, Trevor Milton charged with fraud (with video)

By /_…",0.0,0.0,Neutral
313,"   Please help Turkey, Our forests are burning, animals are dying.  We need airplan… ",0.0,0.0,Neutral
314,:           …,0.0,0.0,Neutral
315,": 🔥🔥🔥 Only 14 hours left for PRE-SALE, we only sell with a small number of tokens 🔥🔥🔥

🚀🚀 Don't miss the chance 🚀🚀

👉👉 J…",0.6,-0.0625,Negative
316,": Just look at that!👀 An autonomous bike powered by AI🚲😲 

V/ Driverless ML Tech IoT 5G  @…",0.7,0.4,Positve
317,: Neuralink company bar ,0.0,0.0,Neutral
318,": Designers designing cars of the future, and they have brilliant imagination🧠😎

V/ Futurism FutureOf…",0.5625,0.45,Positve
